sample_id,split
9996_0001_007501,train
9996_0001_061875,train
9996_0001_007192,train
9996_0001_113926,train
9996_0001_074437,train
9996_0001_020803,train
9996_0001_110056,train
9996_0001_053456,train
9996_0001_064792,train
9996_0001_036028,train
9996_0001_055556,train
9996_0001_019182,train
9996_0001_088715,train
9996_0001_079873,train
9996_0001_055933,train
9996_0001_109469,train
9996_0001_061086,train
9996_0001_001453,val
9996_0001_067558,train
9996_0001_059319,train
9996_0001_073977,train
9996_0001_049335,train
9996_0001_018017,train
9996_0001_052805,train
9996_0001_118740,train
9996_0001_103900,train
9996_0001_109863,train
9996_0001_048572,val
9996_0001_109670,train
9996_0001_037427,train
9996_0001_004981,val
9996_0001_065681,train
9996_0001_085225,train
9996_0001_075878,train
9996_0001_049832,train
9996_0001_091014,train
9996_0001_013806,train
9996_0001_074790,train
9996_0001_077861,train
9996_0001_049222,val
9996_0001_009346,val
9996_0001_021234,train
9996_0001_107067,train
9996_0001_066712,train
9996_0001_072290,train
9996_0001_072461,train
9996_0001_021793,train
9996_0001_018706,val
9996_0001_027773,train
9996_0001_053614,train
9996_0001_063808,train
9996_0001_085116,train
9996_0001_095586,train
9996_0001_006537,val
9996_0001_112387,train
9996_0001_090609,train
9996_0001_081676,train
9996_0001_023336,train
9996_0001_050567,val
9996_0001_085127,train
9996_0001_060730,train
9996_0001_028272,train
9996_0001_068814,train
9996_0001_010597,val
9996_0001_023844,train
9996_0001_001981,val
9996_0001_106918,train
9996_0001_064968,train
9996_0001_089508,train
9996_0001_048577,val
9996_0001_103983,train
9996_0001_016850,train
9996_0001_054260,train
9996_0001_070796,train
9996_0001_017970,train
9996_0001_032207,train
9996_0001_063770,train
9996_0001_064682,train
9996_0001_114613,train
9996_0001_101877,train
9996_0001_000996,train
9996_0001_091148,train
9996_0001_065436,train
9996_0001_018514,val
9996_0001_057900,train
9996_0001_063496,train
9996_0001_032715,train
9996_0001_071655,train
9996_0001_111020,train
9996_0001_028391,train
9996_0001_083455,train
9996_0001_014303,val
9996_0001_006528,val
9996_0001_007014,train
9996_0001_036813,train
9996_0001_073295,train
9996_0001_052675,train
9996_0001_021902,train
9996_0001_095972,train
9996_0001_058547,train
9996_0001_001930,train
9996_0001_004786,val
9996_0001_014103,train
9996_0001_011504,train
9996_0001_098715,train
9996_0001_075689,train
9996_0001_079983,train
9996_0001_111447,train
9996_0001_047492,val
9996_0001_037730,train
9996_0001_098449,train
9996_0001_001173,val
9996_0001_063976,train
9996_0001_116687,train
9996_0001_090156,train
9996_0001_009433,val
9996_0001_046682,val
9996_0001_085470,train
9996_0001_104155,train
9996_0001_053665,train
9996_0001_059431,train
9996_0001_077692,train
9996_0001_003675,train
9996_0001_105784,train
9996_0001_117030,train
9996_0001_037033,train
9996_0001_003264,train
9996_0001_114434,train
9996_0001_113509,train
9996_0001_081077,train
9996_0001_078101,train
9996_0001_014206,val
9996_0001_076820,train
9996_0001_095702,train
9996_0001_094049,train
9996_0001_079505,train
9996_0001_091008,train
9996_0001_098390,train
9996_0001_063016,train
9996_0001_109917,train
9996_0001_072653,train
9996_0001_064662,train
9996_0001_075749,train
9996_0001_022589,train
9996_0001_074396,train
9996_0001_053221,train
9996_0001_032447,train
9996_0001_011090,val
9996_0001_096692,train
9996_0001_097463,train
9996_0001_117673,train
9996_0001_097050,train
9996_0001_072580,train
9996_0001_003877,train
9996_0001_101035,train
9996_0001_108691,train
9996_0001_010873,train
9996_0001_112883,train
9996_0001_108453,train
9996_0001_041073,train
9996_0001_057246,train
9996_0001_087316,train
9996_0001_032594,train
9996_0001_089063,train
9996_0001_082097,train
9996_0001_067394,train
9996_0001_062150,train
9996_0001_021263,train
9996_0001_067960,train
9996_0001_035804,train
9996_0001_102916,train
9996_0001_088866,train
9996_0001_055975,train
9996_0001_065851,train
9996_0001_089182,train
9996_0001_095059,train
9996_0001_100723,train
9996_0001_118367,train
9996_0001_070491,train
9996_0001_089705,train
9996_0001_111005,train
9996_0001_087515,train
9996_0001_098461,train
9996_0001_078830,train
9996_0001_047244,val
9996_0001_091011,train
9996_0001_071345,train
9996_0001_080357,train
9996_0001_041441,train
9996_0001_073220,train
9996_0001_101300,train
9996_0001_071355,train
9996_0001_072801,train
9996_0001_020421,train
9996_0001_002737,val
9996_0001_091797,train
9996_0001_073110,train
9996_0001_036492,train
9996_0001_041634,train
9996_0001_107718,train
9996_0001_100827,train
9996_0001_051652,train
9996_0001_049172,val
9996_0001_017367,train
9996_0001_106873,train
9996_0001_018038,val
9996_0001_077873,train
9996_0001_105546,train
9996_0001_111079,train
9996_0001_014366,train
9996_0001_054818,train
9996_0001_072087,train
9996_0001_104358,train
9996_0001_058310,train
9996_0001_095827,train
9996_0001_078931,train
9996_0001_110569,train
9996_0001_108132,train
9996_0001_015309,train
9996_0001_095661,train
9996_0001_092384,train
9996_0001_017238,train
9996_0001_073400,train
9996_0001_015598,train
9996_0001_051453,train
9996_0001_063131,train
9996_0001_058890,train
9996_0001_026872,train
9996_0001_082196,train
9996_0001_045401,val
9996_0001_006972,val
9996_0001_056532,train
9996_0001_082791,train
9996_0001_007201,val
9996_0001_057799,train
9996_0001_085773,train
9996_0001_021205,train
9996_0001_103394,train
9996_0001_015227,train
9996_0001_067597,train
9996_0001_117779,train
9996_0001_108031,train
9996_0001_070620,train
9996_0001_011046,val
9996_0001_085667,train
9996_0001_088921,train
9996_0001_011153,val
9996_0001_056141,train
9996_0001_111934,train
9996_0001_015947,train
9996_0001_074025,train
9996_0001_050394,val
9996_0001_100190,train
9996_0001_066446,train
9996_0001_006063,train
9996_0001_041403,train
9996_0001_035936,train
9996_0001_096352,train
9996_0001_075310,train
9996_0001_075722,train
9996_0001_064650,train
9996_0001_064753,train
9996_0001_101743,train
9996_0001_088865,train
9996_0001_014616,val
9996_0001_080884,train
9996_0001_097258,train
9996_0001_049097,val
9996_0001_067807,train
9996_0001_107096,train
9996_0001_001229,val
9996_0001_024057,train
9996_0001_102652,train
9996_0001_108408,train
9996_0001_055365,train
9996_0001_098052,train
9996_0001_111649,train
9996_0001_083913,train
9996_0001_032429,train
9996_0001_087753,train
9996_0001_019795,train
9996_0001_022462,train
9996_0001_081837,train
9996_0001_015585,train
9996_0001_075910,train
9996_0001_098305,train
9996_0001_004674,train
9996_0001_060367,train
9996_0001_117273,train
9996_0001_041294,train
9996_0001_113069,train
9996_0001_071706,train
9996_0001_109771,train
9996_0001_016760,train
9996_0001_012208,train
9996_0001_022337,train
9996_0001_049220,val
9996_0001_059845,train
9996_0001_063040,train
9996_0001_102405,train
9996_0001_005859,train
9996_0001_020770,train
9996_0001_100349,train
9996_0001_016026,val
9996_0001_067367,train
9996_0001_019766,train
9996_0001_062028,train
9996_0001_032612,train
9996_0001_071083,train
9996_0001_020746,train
9996_0001_072223,train
9996_0001_068574,train
9996_0001_073709,train
9996_0001_015471,train
9996_0001_056976,train
9996_0001_027906,train
9996_0001_000367,train
9996_0001_109104,train
9996_0001_118575,train
9996_0001_062068,train
9996_0001_100032,train
9996_0001_019871,train
9996_0001_048145,val
9996_0001_011924,train
9996_0001_087808,train
9996_0001_101631,train
9996_0001_031479,train
9996_0001_027331,train
9996_0001_117244,train
9996_0001_097594,train
9996_0001_061404,train
9996_0001_071006,train
9996_0001_101488,train
9996_0001_001696,val
9996_0001_099100,train
9996_0001_045518,train
9996_0001_106730,train
9996_0001_014865,val
9996_0001_035964,train
9996_0001_028663,train
9996_0001_073025,train
9996_0001_063397,train
9996_0001_101121,train
9996_0001_085074,train
9996_0001_051041,val
9996_0001_059453,train
9996_0001_103343,train
9996_0001_086394,train
9996_0001_017906,val
9996_0001_049456,train
9996_0001_031593,train
9996_0001_074379,train
9996_0001_017371,train
9996_0001_080418,train
9996_0001_012345,train
9996_0001_053220,train
9996_0001_009524,train
9996_0001_111892,train
9996_0001_085742,train
9996_0001_103631,train
9996_0001_017987,val
9996_0001_013539,train
9996_0001_027335,train
9996_0001_062005,train
9996_0001_028105,train
9996_0001_005275,train
9996_0001_095826,train
9996_0001_088907,train
9996_0001_002899,val
9996_0001_016232,val
9996_0001_097554,train
9996_0001_045758,train
9996_0001_014631,val
9996_0001_051568,train
9996_0001_090332,train
9996_0001_091776,train
9996_0001_079657,train
9996_0001_016296,train
9996_0001_090855,train
9996_0001_082892,train
9996_0001_096626,train
9996_0001_076336,train
9996_0001_080627,train
9996_0001_089098,train
9996_0001_055734,train
9996_0001_040678,train
9996_0001_097112,train
9996_0001_011785,train
9996_0001_018836,val
9996_0001_014690,train
9996_0001_084945,train
9996_0001_085242,train
9996_0001_040331,train
9996_0001_002429,val
9996_0001_087059,train
9996_0001_016802,train
9996_0001_081011,train
9996_0001_085514,train
9996_0001_078163,train
9996_0001_113848,train
9996_0001_006504,val
9996_0001_096020,train
9996_0001_075151,train
9996_0001_080567,train
9996_0001_015922,train
9996_0001_031993,train
9996_0001_006016,val
9996_0001_067890,train
9996_0001_071130,train
9996_0001_085740,train
9996_0001_011529,train
9996_0001_022725,train
9996_0001_052272,train
9996_0001_117166,train
9996_0001_024145,train
9996_0001_033160,train
9996_0001_021708,train
9996_0001_078180,train
9996_0001_007224,val
9996_0001_104495,train
9996_0001_072763,train
9996_0001_105300,train
9996_0001_083053,train
9996_0001_093188,train
9996_0001_010745,val
9996_0001_055629,train
9996_0001_036751,train
9996_0001_094670,train
9996_0001_053960,train
9996_0001_003301,train
9996_0001_014743,val
9996_0001_113525,train
9996_0001_020976,train
9996_0001_018155,val
9996_0001_023393,train
9996_0001_089358,train
9996_0001_116369,train
9996_0001_019102,train
9996_0001_105240,train
9996_0001_113897,train
9996_0001_114407,train
9996_0001_093644,train
9996_0001_109435,train
9996_0001_060106,train
9996_0001_017278,train
9996_0001_095341,train
9996_0001_060741,train
9996_0001_058086,train
9996_0001_007240,val
9996_0001_028325,train
9996_0001_009978,train
9996_0001_003987,train
9996_0001_061583,train
9996_0001_085830,train
9996_0001_045484,train
9996_0001_107023,train
9996_0001_003925,train
9996_0001_046571,train
9996_0001_095975,train
9996_0001_047523,train
9996_0001_041074,train
9996_0001_104551,train
9996_0001_041333,train
9996_0001_076238,train
9996_0001_049684,val
9996_0001_086805,train
9996_0001_015866,train
9996_0001_054327,train
9996_0001_045074,train
9996_0001_062716,train
9996_0001_035811,train
9996_0001_089406,train
9996_0001_050520,val
9996_0001_092745,train
9996_0001_032085,train
9996_0001_104273,train
9996_0001_086477,train
9996_0001_111677,train
9996_0001_010430,val
9996_0001_061333,train
9996_0001_047140,val
9996_0001_058794,train
9996_0001_075500,train
9996_0001_105800,train
9996_0001_002789,train
9996_0001_109303,train
9996_0001_022693,train
9996_0001_068493,train
9996_0001_084286,train
9996_0001_067856,train
9996_0001_057272,train
9996_0001_090122,train
9996_0001_005110,train
9996_0001_080810,train
9996_0001_090084,train
9996_0001_053995,train
9996_0001_067129,train
9996_0001_013928,train
9996_0001_117318,train
9996_0001_031277,train
9996_0001_045799,train
9996_0001_053369,train
9996_0001_111893,train
9996_0001_077889,train
9996_0001_097406,train
9996_0001_063568,train
9996_0001_013443,train
9996_0001_081284,train
9996_0001_009896,train
9996_0001_056097,train
9996_0001_000045,val
9996_0001_091361,train
9996_0001_056704,train
9996_0001_109577,train
9996_0001_024232,train
9996_0001_054380,train
9996_0001_018932,train
9996_0001_077462,train
9996_0001_104389,train
9996_0001_084012,train
9996_0001_118641,train
9996_0001_032777,train
9996_0001_094613,train
9996_0001_056029,train
9996_0001_064539,train
9996_0001_093910,train
9996_0001_109342,train
9996_0001_048560,train
9996_0001_117362,train
9996_0001_031717,train
9996_0001_100357,train
9996_0001_054129,train
9996_0001_045330,val
9996_0001_076472,train
9996_0001_012557,train
9996_0001_021182,train
9996_0001_014672,train
9996_0001_036490,train
9996_0001_118054,train
9996_0001_084135,train
9996_0001_009563,train
9996_0001_102037,train
9996_0001_082939,train
9996_0001_076655,train
9996_0001_014848,val
9996_0001_053703,train
9996_0001_049447,val
9996_0001_116946,train
9996_0001_067966,train
9996_0001_093356,train
9996_0001_075257,train
9996_0001_054523,train
9996_0001_080557,train
9996_0001_058684,train
9996_0001_058528,train
9996_0001_069837,train
9996_0001_103205,train
9996_0001_032999,train
9996_0001_109458,train
9996_0001_052508,train
9996_0001_016647,train
9996_0001_006998,val
9996_0001_095213,train
9996_0001_062367,train
9996_0001_071981,train
9996_0001_047044,train
9996_0001_006023,val
9996_0001_007811,train
9996_0001_048192,val
9996_0001_069459,train
9996_0001_081173,train
9996_0001_083504,train
9996_0001_037192,train
9996_0001_010177,train
9996_0001_064899,train
9996_0001_037203,train
9996_0001_096991,train
9996_0001_021162,train
9996_0001_010680,train
9996_0001_099853,train
9996_0001_073953,train
9996_0001_006062,train
9996_0001_006457,val
9996_0001_118390,train
9996_0001_015383,train
9996_0001_052201,train
9996_0001_006448,val
9996_0001_051309,train
9996_0001_072585,train
9996_0001_051806,train
9996_0001_021002,train
9996_0001_061613,train
9996_0001_013715,train
9996_0001_080991,train
9996_0001_013841,train
9996_0001_060543,train
9996_0001_064530,train
9996_0001_024330,train
9996_0001_083652,train
9996_0001_081350,train
9996_0001_022928,train
9996_0001_045575,train
9996_0001_106496,train
9996_0001_098356,train
9996_0001_013878,train
9996_0001_093672,train
9996_0001_007996,train
9996_0001_019078,train
9996_0001_093493,train
9996_0001_100702,train
9996_0001_055364,train
9996_0001_049528,val
9996_0001_078719,train
9996_0001_118599,train
9996_0001_073116,train
9996_0001_072626,train
9996_0001_009315,train
9996_0001_076316,train
9996_0001_052694,train
9996_0001_049779,val
9996_0001_079846,train
9996_0001_114476,train
9996_0001_065138,train
9996_0001_067012,train
9996_0001_065496,train
9996_0001_050720,val
9996_0001_051504,train
9996_0001_055014,train
9996_0001_100486,train
9996_0001_064855,train
9996_0001_055595,train
9996_0001_027396,train
9996_0001_070658,train
9996_0001_019260,train
9996_0001_060371,train
9996_0001_089730,train
9996_0001_095156,train
9996_0001_048206,train
9996_0001_073314,train
9996_0001_059378,train
9996_0001_110703,train
9996_0001_066669,train
9996_0001_032487,train
9996_0001_116299,train
9996_0001_062440,train
9996_0001_049287,train
9996_0001_063700,train
9996_0001_075826,train
9996_0001_041949,train
9996_0001_078518,train
9996_0001_058298,train
9996_0001_040376,train
9996_0001_093964,train
9996_0001_004747,val
9996_0001_098022,train
9996_0001_116528,train
9996_0001_088712,train
9996_0001_068326,train
9996_0001_073927,train
9996_0001_064680,train
9996_0001_076464,train
9996_0001_092481,train
9996_0001_106184,train
9996_0001_069577,train
9996_0001_020463,train
9996_0001_078083,train
9996_0001_105412,train
9996_0001_003943,train
9996_0001_032301,train
9996_0001_022614,train
9996_0001_049164,val
9996_0001_078777,train
9996_0001_067191,train
9996_0001_037046,train
9996_0001_067832,train
9996_0001_070749,train
9996_0001_112212,train
9996_0001_059622,train
9996_0001_013486,train
9996_0001_003338,train
9996_0001_077915,train
9996_0001_114190,train
9996_0001_080823,train
9996_0001_058149,train
9996_0001_044935,val
9996_0001_009162,val
9996_0001_050055,val
9996_0001_082911,train
9996_0001_072251,train
9996_0001_011897,train
9996_0001_040915,train
9996_0001_072448,train
9996_0001_056116,train
9996_0001_105607,train
9996_0001_078523,train
9996_0001_084419,train
9996_0001_016238,val
9996_0001_061360,train
9996_0001_014211,train
9996_0001_031321,train
9996_0001_045069,val
9996_0001_061309,train
9996_0001_078003,train
9996_0001_094590,train
9996_0001_103942,train
9996_0001_012168,train
9996_0001_084993,train
9996_0001_090413,train
9996_0001_014267,val
9996_0001_093708,train
9996_0001_037010,train
9996_0001_102084,train
9996_0001_091544,train
9996_0001_022590,train
9996_0001_087290,train
9996_0001_067374,train
9996_0001_027107,train
9996_0001_028365,train
9996_0001_032329,train
9996_0001_077381,train
9996_0001_117666,train
9996_0001_000565,val
9996_0001_092344,train
9996_0001_100252,train
9996_0001_076506,train
9996_0001_102340,train
9996_0001_095216,train
9996_0001_021843,train
9996_0001_032120,train
9996_0001_000920,train
9996_0001_001810,val
9996_0001_056778,train
9996_0001_020743,train
9996_0001_014231,val
9996_0001_117460,train
9996_0001_081772,train
9996_0001_076863,train
9996_0001_116618,train
9996_0001_037047,train
9996_0001_048904,val
9996_0001_086032,train
9996_0001_105825,train
9996_0001_060806,train
9996_0001_023788,train
9996_0001_006765,val
9996_0001_087319,train
9996_0001_056288,train
9996_0001_006847,val
9996_0001_080310,train
9996_0001_077879,train
9996_0001_117561,train
9996_0001_032753,train
9996_0001_113399,train
9996_0001_051165,train
9996_0001_079164,train
9996_0001_072150,train
9996_0001_106098,train
9996_0001_111288,train
9996_0001_107063,train
9996_0001_078477,train
9996_0001_042193,train
9996_0001_047792,val
9996_0001_113856,train
9996_0001_074424,train
9996_0001_106691,train
9996_0001_007709,train
9996_0001_004749,val
9996_0001_111066,train
9996_0001_096242,train
9996_0001_054639,train
9996_0001_113688,train
9996_0001_047854,val
9996_0001_000773,val
9996_0001_098885,train
9996_0001_004624,val
9996_0001_009403,val
9996_0001_060146,train
9996_0001_052665,train
9996_0001_097972,train
9996_0001_054774,train
9996_0001_060881,train
9996_0001_100140,train
9996_0001_040978,train
9996_0001_081215,train
9996_0001_061872,train
9996_0001_097259,train
9996_0001_000687,train
9996_0001_092003,train
9996_0001_018061,val
9996_0001_110759,train
9996_0001_054780,train
9996_0001_026830,train
9996_0001_071696,train
9996_0001_091252,train
9996_0001_061953,train
9996_0001_081700,train
9996_0001_079333,train
9996_0001_041943,train
9996_0001_037578,train
9996_0001_050303,val
9996_0001_100281,train
9996_0001_001427,val
9996_0001_065662,train
9996_0001_107866,train
9996_0001_031778,train
9996_0001_086804,train
9996_0001_099899,train
9996_0001_076576,train
9996_0001_076801,train
9996_0001_001340,val
9996_0001_103218,train
9996_0001_054731,train
9996_0001_051686,train
9996_0001_081557,train
9996_0001_083230,train
9996_0001_000908,val
9996_0001_088246,train
9996_0001_081044,train
9996_0001_065327,train
9996_0001_094627,train
9996_0001_092798,train
9996_0001_050516,train
9996_0001_036417,train
9996_0001_019985,train
9996_0001_056949,train
9996_0001_107771,train
9996_0001_001649,val
9996_0001_107942,train
9996_0001_117439,train
9996_0001_018550,val
9996_0001_092197,train
9996_0001_002629,train
9996_0001_075275,train
9996_0001_097105,train
9996_0001_060565,train
9996_0001_074938,train
9996_0001_058699,train
9996_0001_060415,train
9996_0001_104952,train
9996_0001_111640,train
9996_0001_091288,train
9996_0001_088812,train
9996_0001_006230,val
9996_0001_099957,train
9996_0001_041677,train
9996_0001_032104,train
9996_0001_065918,train
9996_0001_040969,train
9996_0001_110626,train
9996_0001_081967,train
9996_0001_021261,train
9996_0001_092618,train
9996_0001_076391,train
9996_0001_058431,train
9996_0001_020777,train
9996_0001_090207,train
9996_0001_011891,train
9996_0001_058591,train
9996_0001_108144,train
9996_0001_095729,train
9996_0001_006252,val
9996_0001_001513,val
9996_0001_074794,train
9996_0001_016085,val
9996_0001_050184,train
9996_0001_112259,train
9996_0001_091943,train
9996_0001_114377,train
9996_0001_117864,train
9996_0001_075555,train
9996_0001_045205,val
9996_0001_104279,train
9996_0001_003866,train
9996_0001_077870,train
9996_0001_062094,train
9996_0001_068373,train
9996_0001_053472,train
9996_0001_083497,train
9996_0001_037040,train
9996_0001_084809,train
9996_0001_002029,train
9996_0001_009229,train
9996_0001_085839,train
9996_0001_118635,train
9996_0001_082546,train
9996_0001_113691,train
9996_0001_080423,train
9996_0001_004960,val
9996_0001_052437,train
9996_0001_047037,train
9996_0001_075470,train
9996_0001_118618,train
9996_0001_096797,train
9996_0001_051401,train
9996_0001_006863,val
9996_0001_023030,train
9996_0001_012933,train
9996_0001_066244,train
9996_0001_017304,train
9996_0001_020070,train
9996_0001_023508,train
9996_0001_094449,train
9996_0001_096487,train
9996_0001_045034,train
9996_0001_081165,train
9996_0001_070159,train
9996_0001_117107,train
9996_0001_086510,train
9996_0001_091529,train
9996_0001_083624,train
9996_0001_092103,train
9996_0001_076444,train
9996_0001_077649,train
9996_0001_048038,val
9996_0001_118125,train
9996_0001_079742,train
9996_0001_102787,train
9996_0001_040763,train
9996_0001_102375,train
9996_0001_001754,val
9996_0001_050255,train
9996_0001_023582,train
9996_0001_090818,train
9996_0001_095621,train
9996_0001_014339,train
9996_0001_002089,val
9996_0001_059321,train
9996_0001_056792,train
9996_0001_082345,train
9996_0001_088599,train
9996_0001_107928,train
9996_0001_111786,train
9996_0001_065096,train
9996_0001_107464,train
9996_0001_001138,val
9996_0001_116290,train
9996_0001_002714,train
9996_0001_088814,train
9996_0001_056303,train
9996_0001_106841,train
9996_0001_103550,train
9996_0001_074128,train
9996_0001_071392,train
9996_0001_054275,train
9996_0001_052616,train
9996_0001_075748,train
9996_0001_089636,train
9996_0001_093275,train
9996_0001_096633,train
9996_0001_082408,train
9996_0001_080399,train
9996_0001_117493,train
9996_0001_107793,train
9996_0001_093206,train
9996_0001_102796,train
9996_0001_048717,val
9996_0001_057982,train
9996_0001_058314,train
9996_0001_062855,train
9996_0001_006175,train
9996_0001_108004,train
9996_0001_074959,train
9996_0001_068987,train
9996_0001_055539,train
9996_0001_117481,train
9996_0001_083121,train
9996_0001_061978,train
9996_0001_054876,train
9996_0001_065827,train
9996_0001_105975,train
9996_0001_097261,train
9996_0001_065561,train
9996_0001_111687,train
9996_0001_087995,train
9996_0001_005984,train
9996_0001_078678,train
9996_0001_019395,train
9996_0001_102273,train
9996_0001_081150,train
9996_0001_062643,train
9996_0001_057988,train
9996_0001_098845,train
9996_0001_047947,val
9996_0001_012103,train
9996_0001_009031,val
9996_0001_002733,val
9996_0001_099392,train
9996_0001_013640,train
9996_0001_061619,train
9996_0001_027956,train
9996_0001_074540,train
9996_0001_119009,train
9996_0001_011697,train
9996_0001_092494,train
9996_0001_118388,train
9996_0001_005805,val
9996_0001_016596,train
9996_0001_068893,train
9996_0001_108503,train
9996_0001_046350,train
9996_0001_018062,train
9996_0001_052317,train
9996_0001_037186,train
9996_0001_112768,train
9996_0001_064025,train
9996_0001_096615,train
9996_0001_049267,val
9996_0001_059057,train
9996_0001_062615,train
9996_0001_088449,train
9996_0001_087690,train
9996_0001_053744,train
9996_0001_017204,train
9996_0001_071640,train
9996_0001_021012,train
9996_0001_063781,train
9996_0001_111681,train
9996_0001_109840,train
9996_0001_004865,val
9996_0001_017388,train
9996_0001_054144,train
9996_0001_093794,train
9996_0001_049436,val
9996_0001_005161,val
9996_0001_009596,train
9996_0001_099522,train
9996_0001_016135,val
9996_0001_055423,train
9996_0001_080158,train
9996_0001_093083,train
9996_0001_019995,train
9996_0001_095451,train
9996_0001_050806,val
9996_0001_055212,train
9996_0001_072770,train
9996_0001_094365,train
9996_0001_080674,train
9996_0001_009400,train
9996_0001_071559,train
9996_0001_002559,val
9996_0001_102080,train
9996_0001_046396,val
9996_0001_065544,train
9996_0001_050958,val
9996_0001_031504,train
9996_0001_068839,train
9996_0001_065335,train
9996_0001_046936,train
9996_0001_093001,train
9996_0001_079223,train
9996_0001_097346,train
9996_0001_048115,val
9996_0001_109091,train
9996_0001_080616,train
9996_0001_021297,train
9996_0001_045078,val
9996_0001_065813,train
9996_0001_022340,train
9996_0001_100982,train
9996_0001_049011,val
9996_0001_089754,train
9996_0001_088791,train
9996_0001_097136,train
9996_0001_048713,train
9996_0001_014980,val
9996_0001_084958,train
9996_0001_096672,train
9996_0001_053154,train
9996_0001_072882,train
9996_0001_062427,train
9996_0001_050545,val
9996_0001_001135,train
9996_0001_049376,val
9996_0001_057828,train
9996_0001_108114,train
9996_0001_076427,train
9996_0001_072867,train
9996_0001_076898,train
9996_0001_019178,train
9996_0001_018172,val
9996_0001_075906,train
9996_0001_084302,train
9996_0001_089461,train
9996_0001_031675,train
9996_0001_013655,train
9996_0001_037104,train
9996_0001_022698,train
9996_0001_011353,train
9996_0001_077372,train
9996_0001_036487,train
9996_0001_020244,train
9996_0001_095547,train
9996_0001_018714,val
9996_0001_058683,train
9996_0001_063122,train
9996_0001_093545,train
9996_0001_061993,train
9996_0001_088759,train
9996_0001_096678,train
9996_0001_032492,train
9996_0001_113362,train
9996_0001_007498,train
9996_0001_057127,train
9996_0001_081877,train
9996_0001_074036,train
9996_0001_089019,train
9996_0001_054170,train
9996_0001_000116,train
9996_0001_013830,train
9996_0001_071062,train
9996_0001_081915,train
9996_0001_012512,train
9996_0001_097877,train
9996_0001_091211,train
9996_0001_011277,val
9996_0001_069467,train
9996_0001_027045,train
9996_0001_105034,train
9996_0001_010355,val
9996_0001_105624,train
9996_0001_010146,train
9996_0001_103672,train
9996_0001_047809,val
9996_0001_021022,train
9996_0001_107932,train
9996_0001_080929,train
9996_0001_066992,train
9996_0001_106039,train
9996_0001_000442,val
9996_0001_048692,train
9996_0001_076138,train
9996_0001_045875,train
9996_0001_010458,val
9996_0001_094816,train
9996_0001_114545,train
9996_0001_072951,train
9996_0001_079845,train
9996_0001_000525,val
9996_0001_083144,train
9996_0001_040772,train
9996_0001_095778,train
9996_0001_061957,train
9996_0001_064288,train
9996_0001_113045,train
9996_0001_013478,train
9996_0001_036432,train
9996_0001_083134,train
9996_0001_086231,train
9996_0001_008119,train
9996_0001_011778,train
9996_0001_020349,train
9996_0001_071452,train
9996_0001_062484,train
9996_0001_092301,train
9996_0001_109830,train
9996_0001_100108,train
9996_0001_041251,train
9996_0001_055929,train
9996_0001_114382,train
9996_0001_094111,train
9996_0001_016682,train
9996_0001_098032,train
9996_0001_055889,train
9996_0001_020336,train
9996_0001_063465,train
9996_0001_021342,train
9996_0001_073483,train
9996_0001_089061,train
9996_0001_012616,train
9996_0001_061498,train
9996_0001_104599,train
9996_0001_005261,val
9996_0001_088546,train
9996_0001_112814,train
9996_0001_099498,train
9996_0001_066458,train
9996_0001_078925,train
9996_0001_078561,train
9996_0001_016413,train
9996_0001_036995,train
9996_0001_013524,train
9996_0001_099912,train
9996_0001_114385,train
9996_0001_111717,train
9996_0001_079423,train
9996_0001_072393,train
9996_0001_107713,train
9996_0001_001192,val
9996_0001_064119,train
9996_0001_083029,train
9996_0001_118247,train
9996_0001_017454,train
9996_0001_101473,train
9996_0001_008406,train
9996_0001_018775,val
9996_0001_065165,train
9996_0001_041162,train
9996_0001_023603,train
9996_0001_056089,train
9996_0001_070671,train
9996_0001_047464,val
9996_0001_005584,train
9996_0001_104615,train
9996_0001_084979,train
9996_0001_109888,train
9996_0001_075401,train
9996_0001_050649,train
9996_0001_018109,val
9996_0001_001643,val
9996_0001_027955,train
9996_0001_100207,train
9996_0001_041978,train
9996_0001_032070,train
9996_0001_037627,train
9996_0001_083970,train
9996_0001_087664,train
9996_0001_026842,train
9996_0001_113168,train
9996_0001_109831,train
9996_0001_077412,train
9996_0001_088470,train
9996_0001_012253,train
9996_0001_081250,train
9996_0001_003723,train
9996_0001_020343,train
9996_0001_112770,train
9996_0001_018962,train
9996_0001_015378,train
9996_0001_072898,train
9996_0001_086486,train
9996_0001_113430,train
9996_0001_061144,train
9996_0001_117569,train
9996_0001_087665,train
9996_0001_021883,train
9996_0001_057880,train
9996_0001_109540,train
9996_0001_118147,train
9996_0001_003186,train
9996_0001_054956,train
9996_0001_113866,train
9996_0001_116477,train
9996_0001_095663,train
9996_0001_072106,train
9996_0001_040814,train
9996_0001_048059,val
9996_0001_107568,train
9996_0001_051316,train
9996_0001_058507,train
9996_0001_087879,train
9996_0001_049609,train
9996_0001_019459,train
9996_0001_010224,train
9996_0001_070466,train
9996_0001_010303,train
9996_0001_009618,train
9996_0001_070362,train
9996_0001_099404,train
9996_0001_055996,train
9996_0001_106083,train
9996_0001_023271,train
9996_0001_091832,train
9996_0001_062793,train
9996_0001_061285,train
9996_0001_079450,train
9996_0001_098577,train
9996_0001_104073,train
9996_0001_073667,train
9996_0001_001511,val
9996_0001_041371,train
9996_0001_016743,train
9996_0001_093560,train
